"","logORU","selogORU","logORF","selogORF","pooledOR"
"1",-0.0112124510336788,0.273416309242459,0.83034830207343,0.290627863517575,1.46801620187355
"2",-0.44289619055669,0.284478833019653,-1.6094379124341,0.774596669241483,0.559037075011046
"3",0.00349142048007406,0.211990424263321,0.988611393453781,0.292840936266582,1.40807914669434
"4",-0.454451216238251,0.205307066773219,-1.38629436111989,0.790569415042095,0.598501879476919
"5",0.333702151747397,0.317699457647336,-0.435318071257845,0.386952994975947,1.02434012638035
"6",-0.0421502655825546,0.103168143041827,0.570544858467613,0.346988959179744,1.00764278140097
"7",-0.00824935933903681,0.285470642757712,0.587786664902119,0.278886675511359,1.34544020215531
"8",0.139466128144337,0.339705764090497,-0.405465108108164,0.456435464587638,0.946690121589264
"9",0.107832704803215,0.485289656396116,-0.405465108108164,0.645497224367903,0.925404594665141
"10",-0.308475887925183,0.195481882535436,-0.773189888233482,0.348991220226056,0.657402364402097
"11",-0.164145512870232,0.167476888515438,-0.575364144903562,0.240562612162344,0.74201247400909
"12",-0.0457360093226843,0.134129516980465,0.318453731118535,0.26827168499433,1.0274668899927
"13",-0.0380250052319406,0.141820524737805,-0.390866308687012,0.269981528211557,0.891962421010632
"14",0.153465308518476,0.109640034761374,0.503905180921417,0.235193732811959,1.24113399557884
"15",-0.12339314854715,0.152270467275532,-0.465363249689233,0.245546026216116,0.803823798511346
"16",0.711400620869296,0.319564677377422,1.04982212449868,0.43915503282684,2.29002351463326
"17",-0.0655051717686662,0.225232976620173,0.271933715483642,0.331841901542056,1.04176787136505
"18",0.118682720827281,0.184201659977165,-0.213574100298059,0.207461545931512,0.972599256172598
"19",0.0245411089161177,0.105498496999072,0.34484048629173,0.317001886553426,1.0581043853416
"20",-0.233665057445584,0.178028499949327,-0.55206858230004,0.28798369615379,0.724914417537291
"21",-0.0886684584834191,0.158077986274717,-0.3983476403393,0.18857971797199,0.805357245780712
"22",-0.0210402512165297,0.205137553023241,0.27286698666664,0.185831149895768,1.1507241958034
"23",0.379641099151284,0.135942335850308,0.658055860748675,0.228779154377825,1.57191178349409
"24",-0.0629536205824837,0.110630053395952,0.196710294246054,0.198988123494658,0.998357879200798
"25",0.0325828224320413,0.0743917531007656,-0.226184607889989,0.0955234271157139,0.936965149696007
"26",0.00611297584660815,0.0829505635136396,-0.248896047416624,0.196693372987387,0.968126390482256
"27",0.446196395566813,0.448470977097431,0.693147180559945,0.612372435695794,1.70302682374516
"28",0.0393295561757228,0.177097019279202,-0.205852054204149,0.227655974059362,0.948280075219837
"29",-0.00506400858889198,0.106301265863954,0.239479970633903,0.144996431478889,1.08374745289508
"30",0.082591144596513,0.151739900091647,0.318453731118535,0.164282185168193,1.21067280788143
"31",-0.0863009624674951,0.0646301640813059,-0.297834443915799,0.133341063474125,0.88113636589012
"32",0.366456461544587,0.206822921122049,0.542324290825362,0.17784236552842,1.59610361392829
"33",-0.340336664584758,0.280270039088487,-0.510825623765991,0.730296743340221,0.696126868119747
"34",-0.353930983252837,0.153321455885769,-0.516690743218389,0.216692464924383,0.664826014409217
"35",0.113217562211915,0.161675014036849,0.267314769627347,0.168744514786141,1.20559194037845
"36",-0.163461367074272,0.1909302248453,-0.462623521948113,0.218929859143062,0.746245915545967
"37",0.0317973370061399,0.0850364188019646,-0.108540168575206,0.109925940823256,0.979470863911791
"38",-0.0280613241719661,0.0888717159524008,-0.167615409404259,0.116069417070844,0.923449928815919
"39",-0.595873409001335,0.245942601656135,-0.728238500371215,0.325440209638055,0.525192999242597
"40",0.124162164641704,0.0909216533200873,0.240468334971516,0.131690264068143,1.17551508867403
"41",-0.099258546157142,0.221904998659916,0.451985123743057,0.483493778415228,0.996660374796888
"42",0.460079906364022,0.330496197473706,0.562785362696702,0.186763085405879,1.71245185078986
"43",-0.398081485186228,0.141704167629497,-0.492476485097794,0.220955988426539,0.653383443794375
"44",-0.492840126465854,0.19428057394223,-0.567984037605939,0.30357348821183,0.597695213902781
"45",-0.5073843096793,0.294303450421385,-0.575364144903562,0.416666666666667,0.58859850394589
"46",-0.267518000311921,0.0916056066550198,-0.342490308946776,0.155191839483439,0.750594063715427
"47",0.418144279306733,0.09761467847522,0.476924072090309,0.173241944667225,1.5408110660428
"48",0.421213465076304,0.214317027133376,0.470003629245736,0.215472901842834,1.56123524570907
"49",-0.0160409024595767,0.142825893447863,0.0200006667066694,0.141428427835496,1.00215939538743
"50",0.702008729590955,0.298428693503068,0.735706794978741,0.253597307168074,2.05767464751186
"51",-0.0080972102326193,0.195896860896844,-0.0263173083173734,0.162235465667487,0.98127277798009
"52",0.240444306911881,0.0672310995758928,0.256719846847814,0.120080762309846,1.27676377635546
"53",0,0.11092107999698,0,0.140719508946058,1
"54",-0.328469615901166,0.184240626166239,-0.317240874693325,0.151796150140282,0.724856830265364
"55",0.106305437605574,0.0894584607657958,0.0896121586896871,0.141210750973416,1.1068571110976
"57",-0.565416647587826,0.0732073807739393,-0.510825623765991,0.0687005386572726,0.584856283756384
"58",-0.157134685516503,0.173964849139329,-0.0836990188766469,0.123433293764286,0.897367893733566
"59",-0.610222849748104,0.197161572511438,-0.446287102628419,0.226384628453435,0.583032515848308
"60",0.13395388618778,0.142463803727161,0.0689928714869514,0.262769136406122,1.12659168506745
"61",-0.0725234209647196,0.125337247777192,0,0.194257172471453,0.950082682130801
"62",-2.22742813780151,0.260915734191719,-2.30258509299405,0.741619848709566,0.106916601875721
"63",-0.370496885781465,0.18115507362412,-0.282566971785011,0.189189795311273,0.720047071449593
"64",-0.327547607537775,0.262629751965124,-0.23638877806423,0.244231699021682,0.756794397470364
"65",-0.0538613964264907,0.145266761045861,0.0416726964005681,0.20416845743157,0.978481978587018
"66",-0.119639356961675,0.275804588942411,0,0.223606797749979,0.953657904302238
"67",0.212936533499731,0.0907194467100047,0.0896121586896871,0.092444136468177,1.16466731522617
"68",-0.288432091237409,0.175404907717675,-0.161268147596122,0.215119956639734,0.788478703511006
"69",-0.456531103938082,0.108680165630957,-0.32340015505386,0.177030259895477,0.656987484401624
"70",-0.224755155208551,0.21231297171522,-0.0571584138399486,0.23914335132648,0.859949059116413
"71",0.193949594789074,0.312219180521086,0.0259754864032607,0.227940376227446,1.08803912229985
"72",-0.090208576691123,0.142537557902404,0.0787808778531144,0.177609002515261,0.97627907889897
"73",0.298917727685682,0.199006298465288,0.129211731480006,0.254530526506586,1.26431969366943
"74",0.548520783610435,0.166945770246879,0.374693449441411,0.175162262436343,1.59325574857728
"75",0.089856329121861,0.19345079599238,-0.0896121586896872,0.244584195260913,1.02100807165519
"76",-0.417332573957709,0.182386922552546,-0.213574100298059,0.293394931927234,0.697300156177378
"77",0.155000400307959,0.176244130173518,-0.0800427076735364,0.400320384512718,1.12393887646215
"78",0.308854554368013,0.121588278134414,0.0674412807955325,0.212120117830136,1.28293605139537
"79",-0.60070317856092,0.205126076429993,-0.325422400434628,0.210141723985372,0.627264376369117
"80",-0.249494201856179,0.114444475022977,-0.176930708159078,0.243485300466283,0.789493295941644
"81",-0.499962816431245,0.179344289987394,-0.20359895524124,0.242020358626735,0.673741057283457
"82",-0.36275191848304,0.183533909027979,-0.0468835858988504,0.12503434642633,0.863283726681239
"83",-0.574454014101686,0.171359539839641,-0.23638877806423,0.199414347205373,0.649952713344599
"84",-0.344387258599574,0.16365017599907,0,0.158113883008419,0.846817703301734
"85",-0.204223717809579,0.179929965586611,0.150822889734584,0.207980321072664,0.949100296045713
"86",-0.198697506962847,0.134529646162814,0.192371892647456,0.235165963317463,0.902782841006766
"87",0.436330414139148,0.498256849842661,0.0317486983145803,0.252008064387093,1.12093505097325
"88",0.150394554757447,0.102954632824046,-0.287682072451781,0.341565025531987,1.12064944249939
"89",0.456099270587316,0.210272532402149,0,0.447213595499958,1.45284461680769
"90",-0.52346555870181,0.213096586849185,-0.0298529631496812,0.244366108552133,0.733268846115292
"91",-0.199843907486157,0.149979571007781,0.300104592450338,0.295020401052261,0.907400169229326
"92",-0.382613843191396,0.191503190210993,0.259511195485085,0.256141495288182,0.858663530531226
"93",0.97650959186721,0.40666836743078,0.271933715483642,0.234647658862226,1.56504941912479
